DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.33	6	32061428	NR	TNXB			ENSG00000168477			rs1150757-A	rs1150757	0	1150757	synonymous_variant	0	0.111940064634901	3E-14	13.522878745280337		0.019090127	[0.014-0.024] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.32	6	32108722	NR	TNXB			ENSG00000168477			rs2269426-A	rs2269426	0	2269426	intron_variant	0	0.37783192572683	3E-11	10.522878745280337		0.010916309	[0.0077-0.0141] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.32	6	32840522	NR	TAP2 - PSMB8	ENSG00000204267	ENSG00000204264		1783	195	rs45506201-A	rs45506201	0	45506201	regulatory_region_variant	1	0.0926176111889165	4E-9	8.397940008672037		0.015973978	[0.011-0.021] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p21.31	6	33850152	NR	MLN - LINC01016	ENSG00000096395	ENSG00000249346		46149	17354	rs4713693-C	rs4713693	0	4713693	intergenic_variant	1	0.432474728899002	1E-8	8.0		0.008383871	[0.0055-0.0113] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p12.3	6	50962328	NR	FTH1P5 - PKHD1	ENSG00000230204	ENSG00000170927		49072	652971	rs6925748-G	rs6925748	0	6925748	regulatory_region_variant	1	0.420535700647532	3E-11	10.522878745280337		0.009917812	[0.007-0.0128] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6q16.1	6	98073724	NR	MIR2113 - EIF4EBP2P3	ENSG00000238367	ENSG00000220505		49103	105775	rs2503775-G	rs2503775	0	2503775	intron_variant	1	0.870340000447646	5E-9	8.301029995663981		0.016387776	[0.011-0.022] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7q31.31	7	117889587	NR	CTTNBP2 - LSM8	ENSG00000077063	ENSG00000128534		15448	294557	rs10244364-C	rs10244364	0	10244364	regulatory_region_variant	1	0.320144451922097	5E-13	12.301029995663981		0.011374497	[0.0083-0.0145] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p21.3	7	12203113	NR	THSD7A - TMEM106B	ENSG00000005108	ENSG00000106460		370915	8157	rs62435692-T	rs62435692	0	62435692	intergenic_variant	1	0.264567804800436	1E-10	10.0		0.011626592	[0.0081-0.0152] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7q31.33	7	126483252	NR	GRM8			ENSG00000179603			rs1833070-A	rs1833070	0	1833070	intron_variant	0	0.362563296767922	4E-8	7.3979400086720375		0.008426544	[0.0054-0.0114] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7q31.33	7	126736640	NR	GRM8			ENSG00000179603			rs12706745-T	rs12706745	0	12706745	intron_variant	0	0.387346777458321	4E-12	11.397940008672037		0.010520397	[0.0075-0.0135] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p15.3	7	24709810	NR	GSDME			ENSG00000105928			rs2721811-G	rs2721811	0	2721811	intron_variant	0	0.423301444031975	2E-10	9.698970004336019		0.009460165	[0.0065-0.0124] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p14.1	7	38868095	NR	VPS41			ENSG00000006715			rs6943746-G	rs6943746	0	6943746	intron_variant	0	0.385692114515735	2E-11	10.698970004336019		0.010107877	[0.0072-0.013] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p22.2	7	4089691	NR	SDK1			ENSG00000146555			rs78962708-A	rs78962708	0	78962708	intron_variant	0	0.0326093806627321	5E-8	7.301029995663981		0.022453234	[0.014-0.031] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p22.2	7	4108958	NR	SDK1			ENSG00000146555			rs2342502-G	rs2342502	0	2342502	intron_variant	0	0.461255062210136	2E-9	8.698970004336019		0.008792868	[0.0059-0.0117] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7p12.2	7	50115855	NR	SPMIP7, ZPBP			ENSG00000164500, ENSG00000042813			rs1911764-A	rs1911764	0	1911764	intron_variant	0	0.798918237064847	5E-8	7.301029995663981		0.010074652	[0.0065-0.0137] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7q21.11	7	82819089	NR	PCLO			ENSG00000186472			rs2715147-T	rs2715147	0	2715147	intron_variant	0	0.499113115272733	2E-9	8.698970004336019		0.008771977	[0.0059-0.0116] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	7q21.11	7	83315954	NR	PCLO - SEMA3E	ENSG00000186472	ENSG00000170381		153024	47284	rs7789405-T	rs7789405	0	7789405	intergenic_variant	1	0.57437550512813	8E-10	9.096910013008056		0.009103313	[0.0062-0.012] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	8p23.1	8	10336262	NR	MSRA			ENSG00000175806			rs6982308-G	rs6982308	0	6982308	intron_variant	0	0.526407903486366	6E-31	30.221848749616356		0.02145483	[0.018-0.025] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	8p23.1	8	10382146	NR	MSRA			ENSG00000175806			rs10087341-C	rs10087341	0	10087341	intron_variant	0	0.159689843773528	7E-16	15.154901959985743		0.02062409	[0.016-0.026] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	6p22.1	6	27298161	NR	POM121L2			ENSG00000158553			rs13211166-A	rs13211166	0	13211166	intron_variant	0	0.187869453165633	2E-10	9.698970004336019		0.0126990825	[0.0088-0.0166] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	1p36.23	1	8477229	NR	RERE			ENSG00000142599			rs1884352-A	rs1884352	0	1884352	intron_variant	0	0.607147548381289	1E-11	11.0		0.01034296	[0.0074-0.0133] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q24.32	10	102834750	NR	CYP17A1			ENSG00000148795			rs1004467-G	rs1004467	0	1004467	non_coding_transcript_exon_variant	0	0.0901430511972733	1E-8	8.0		0.017146604	[0.011-0.023] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q24.33	10	103199431	NR	NT5C2			ENSG00000076685			rs11191607-T	rs11191607	0	11191607	5_prime_UTR_variant	0	0.0816083900729338	2E-8	7.698970004336019		0.017133368	[0.011-0.023] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q25.1	10	104800467	NR	SORCS3			ENSG00000156395			rs1490176-A	rs1490176	0	1490176	intron_variant	0	0.715110237225861	1E-12	12.0		0.011541981	[0.0083-0.0147] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q25.1	10	105018752	NR	SORCS3			ENSG00000156395			rs11192283-C	rs11192283	0	11192283	intron_variant	0	0.234035262933988	3E-9	8.522878745280337		0.010378732	[0.007-0.0138] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10p14	10	10881014	NR	CELF2			ENSG00000048740			rs2093623-A	rs2093623	0	2093623	intron_variant	0	0.488738893317555	5E-12	11.301029995663981		0.010128265	[0.0073-0.013] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q26.11	10	117540068	NR	EMX2OS			ENSG00000229847			rs703410-A	rs703410	0	703410	intron_variant	0	0.258446998925333	1E-9	9.0		0.010546926	[0.0071-0.014] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q21.3	10	66663375	NR	CTNNA3			ENSG00000183230			rs10740246-C	rs10740246	0	10740246	intron_variant	0	0.594715449636095	3E-8	7.522878745280337		0.008998115	[0.0058-0.0122] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	10q21.3	10	66770284	NR	CTNNA3			ENSG00000183230			rs4554778-T	rs4554778	0	4554778	intron_variant	0	0.80195932630407	2E-10	9.698970004336019		0.011688437	[0.0081-0.0153] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	1p13.3	1	106712151	NR	LINC01677 - MTATP6P14	ENSG00000233047	ENSG00000233449		683874	90604	rs4914984-G	rs4914984	0	4914984	intergenic_variant	1	0.769485235169318	1E-8	8.0		0.0099586295	[0.0066-0.0134] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	112975991	NR	NCAM1			ENSG00000149294			rs11214441-A	rs11214441	0	11214441	intron_variant	0	0.395866708999966	8E-15	14.096910013008056		0.011739225	[0.0088-0.0147] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113408042	NR	ANKK1 - DRD2	ENSG00000170209	ENSG00000149295		7626	1563	rs1554929-T	rs1554929	0	1554929	intron_variant	1	0.545244878073008	4E-13	12.397940008672037		0.010978204	[0.008-0.0139] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113420953	NR	DRD2			ENSG00000149295			rs61905363-T	rs61905363	0	61905363	intron_variant	0	0.0388809056950607	1E-9	9.0		0.022939028	[0.016-0.03] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113485014	NR	DRD2 - TMPRSS5	ENSG00000149295	ENSG00000166682		9323	202533	rs6589377-A	rs6589377	0	6589377	intergenic_variant	1	0.626768788198988	4E-26	25.397940008672037		0.016052796	[0.013-0.019] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113488397	NR	DRD2 - TMPRSS5	ENSG00000149295	ENSG00000166682		12706	199150	rs77648771-T	rs77648771	0	77648771	intergenic_variant	1	0.0494545735124518	5E-10	9.301029995663981		0.020949543	[0.014-0.028] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113561238	NR	DRD2 - TMPRSS5	ENSG00000149295	ENSG00000166682		85547	126309	rs4936277-G	rs4936277	0	4936277	intergenic_variant	1	0.449197709831314	9E-10	9.045757490560675		0.011240615	[0.0076-0.0148] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.2	11	113571403	NR	DRD2 - TMPRSS5	ENSG00000149295	ENSG00000166682		95712	116144	rs77414181-A	rs77414181	0	77414181	regulatory_region_variant	1	0.0815179841538595	1E-8	8.0		0.015160353	[0.0099-0.0204] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q23.3	11	118475884	NR	KMT2A			ENSG00000118058			rs9332781-G	rs9332781	0	9332781	intron_variant	0	0.0633984480775292	3E-8	7.522878745280337		0.016883075	[0.011-0.023] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11q24.2	11	126839505	NR	KIRREL3			ENSG00000149571			rs12794371-T	rs12794371	0	12794371	intron_variant	0	0.331576093952372	9E-10	9.045757490560675		0.0096844435	[0.0066-0.0128] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11p15.3	11	13270384	NR	RASSF10 - BMAL1	ENSG00000189431	ENSG00000133794		258265	6268	rs4146385-A	rs4146385	0	4146385	intergenic_variant	1	0.568099287756164	7E-14	13.154901959985743		0.012919377	[0.0095-0.0163] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11p15.2	11	16334225	NR	SOX6			ENSG00000110693			rs297346-G	rs297346	0	297346	intron_variant	0	0.637099190017094	1E-9	9.0		0.009287722	[0.0063-0.0123] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11p14.1	11	28556320	NR	METTL15 - LINC02758	ENSG00000169519	ENSG00000248990		29279	122863	rs7396827-C	rs7396827	0	7396827	intergenic_variant	1	0.534459321703641	5E-9	8.301029995663981		0.008595702	[0.0057-0.0115] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11p13	11	31791034	NR	PAX6			ENSG00000007372			rs2071754-T	rs2071754	0	2071754	non_coding_transcript_exon_variant	0	0.805485004845094	3E-13	12.522878745280337		0.0140185775	[0.01-0.018] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	11p11.2	11	46885294	NR	LRP4			ENSG00000134569			rs10838629-A	rs10838629	0	10838629	intron_variant	0	0.770084494000445	1E-8	8.0		0.010085243	[0.0066-0.0136] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	9p23	9	11139180	NR	AKAP8P1 - JKAMPP1	ENSG00000234146	ENSG00000231491		126084	1148140	rs10959560-T	rs10959560	0	10959560	intergenic_variant	1	0.189246817275237	8E-16	15.096910013008056		0.015119668	[0.011-0.019] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	9p23	9	11345138	NR	AKAP8P1 - JKAMPP1	ENSG00000234146	ENSG00000231491		332042	942182	rs12552533-T	rs12552533	0	12552533	intron_variant	1	0.274165475550718	5E-10	9.301029995663981		0.010812267	[0.0074-0.0142] unit increase	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	9p23	9	11400078	NR	AKAP8P1 - JKAMPP1	ENSG00000234146	ENSG00000231491		386982	887242	rs10959767-G	rs10959767	0	10959767	intron_variant	1	0.217619514962818	1E-15	15.0		0.016597535	[0.013-0.021] unit decrease	NR [NR]	N	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST007339	Genome-wide genotyping array
